StockCode,cluster_name,recommended_zone,picking_priority,actual_distance_saved,business_recommendation
23131,Active/Regular Products,Zone B,221720,,Keep in an easily accessible zone for regular picking.
23427,Active/Regular Products,Zone B,221274,,Keep in an easily accessible zone for regular picking.
84212,Active/Regular Products,Zone B,221223,,Keep in an easily accessible zone for regular picking.
20966,Active/Regular Products,Zone B,220675,,Keep in an easily accessible zone for regular picking.
84951B,Active/Regular Products,Zone B,220580,,Keep in an easily accessible zone for regular picking.
22924,Active/Regular Products,Zone B,219762,,Keep in an easily accessible zone for regular picking.
22406,Active/Regular Products,Zone B,219744,,Keep in an easily accessible zone for regular picking.
22166,Active/Regular Products,Zone B,218892,,Keep in an easily accessible zone for regular picking.
22363,Active/Regular Products,Zone B,218457,,Keep in an easily accessible zone for regular picking.
40016,Active/Regular Products,Zone B,218444,,Keep in an easily accessible zone for regular picking.
22118,Active/Regular Products,Zone B,218317,,Keep in an easily accessible zone for regular picking.
22414,Active/Regular Products,Zone B,218025,,Keep in an easily accessible zone for regular picking.
23335,Active/Regular Products,Zone B,217824,,Keep in an easily accessible zone for regular picking.
15058B,Active/Regular Products,Zone B,216601,,Keep in an easily accessible zone for regular picking.
22299,Active/Regular Products,Zone B,216400,,Keep in an easily accessible zone for regular picking.
22559,Active/Regular Products,Zone B,216270,,Keep in an easily accessible zone for regular picking.
10125,Active/Regular Products,Zone B,216034,,Keep in an easily accessible zone for regular picking.
21781,Active/Regular Products,Zone B,215736,,Keep in an easily accessible zone for regular picking.
85049D,Active/Regular Products,Zone B,215177,,Keep in an easily accessible zone for regular picking.
21724,Active/Regular Products,Zone B,215055,,Keep in an easily accessible zone for regular picking.
22575,Active/Regular Products,Zone B,214650,,Keep in an easily accessible zone for regular picking.
84913B,Active/Regular Products,Zone B,214570,,Keep in an easily accessible zone for regular picking.
22124,Active/Regular Products,Zone B,213864,,Keep in an easily accessible zone for regular picking.
47585A,Active/Regular Products,Zone B,213725,,Keep in an easily accessible zone for regular picking.
22911,Active/Regular Products,Zone B,213286,,Keep in an easily accessible zone for regular picking.
20652,Active/Regular Products,Zone B,212940,,Keep in an easily accessible zone for regular picking.
21204,Active/Regular Products,Zone B,212925,,Keep in an easily accessible zone for regular picking.
23373,Active/Regular Products,Zone B,212900,,Keep in an easily accessible zone for regular picking.
21209,Active/Regular Products,Zone B,212888,,Keep in an easily accessible zone for regular picking.
21401,Active/Regular Products,Zone B,212708,,Keep in an easily accessible zone for regular picking.
22031,Active/Regular Products,Zone B,212640,,Keep in an easily accessible zone for regular picking.
23235,Active/Regular Products,Zone B,212625,,Keep in an easily accessible zone for regular picking.
21147,Active/Regular Products,Zone B,212572,,Keep in an easily accessible zone for regular picking.
23357,Active/Regular Products,Zone B,212160,,Keep in an easily accessible zone for regular picking.
21112,Active/Regular Products,Zone B,211724,,Keep in an easily accessible zone for regular picking.
22339,Active/Regular Products,Zone B,211567,,Keep in an easily accessible zone for regular picking.
20777,Active/Regular Products,Zone B,211520,,Keep in an easily accessible zone for regular picking.
23225,Active/Regular Products,Zone B,211288,,Keep in an easily accessible zone for regular picking.
23490,Active/Regular Products,Zone B,211191,,Keep in an easily accessible zone for regular picking.
85206A,Active/Regular Products,Zone B,211128,,Keep in an easily accessible zone for regular picking.
22359,Active/Regular Products,Zone B,211086,,Keep in an easily accessible zone for regular picking.
21640,Active/Regular Products,Zone B,210678,,Keep in an easily accessible zone for regular picking.
22399,Active/Regular Products,Zone B,210406,,Keep in an easily accessible zone for regular picking.
23500,Active/Regular Products,Zone B,210406,,Keep in an easily accessible zone for regular picking.
23048,Active/Regular Products,Zone B,209781,,Keep in an easily accessible zone for regular picking.
22276,Active/Regular Products,Zone B,209780,,Keep in an easily accessible zone for regular picking.
22589,Active/Regular Products,Zone B,209666,,Keep in an easily accessible zone for regular picking.
23223,Active/Regular Products,Zone B,209528,,Keep in an easily accessible zone for regular picking.
23400,Active/Regular Products,Zone B,208757,,Keep in an easily accessible zone for regular picking.
84519A,Active/Regular Products,Zone B,208736,,Keep in an easily accessible zone for regular picking.
22533,Active/Regular Products,Zone B,208648,,Keep in an easily accessible zone for regular picking.
15044C,Active/Regular Products,Zone B,208560,,Keep in an easily accessible zone for regular picking.
23336,Active/Regular Products,Zone B,208165,,Keep in an easily accessible zone for regular picking.
23511,Active/Regular Products,Zone B,207858,,Keep in an easily accessible zone for regular picking.
23546,Active/Regular Products,Zone B,207840,,Keep in an easily accessible zone for regular picking.
23183,Active/Regular Products,Zone B,207732,,Keep in an easily accessible zone for regular picking.
84637,Active/Regular Products,Zone B,207500,,Keep in an easily accessible zone for regular picking.
22797,Active/Regular Products,Zone B,207480,,Keep in an easily accessible zone for regular picking.
22334,Active/Regular Products,Zone B,207454,,Keep in an easily accessible zone for regular picking.
22071,Active/Regular Products,Zone B,207432,,Keep in an easily accessible zone for regular picking.
21828,Active/Regular Products,Zone B,207396,,Keep in an easily accessible zone for regular picking.
21581,Active/Regular Products,Zone B,206822,,Keep in an easily accessible zone for regular picking.
21039,Active/Regular Products,Zone B,205920,,Keep in an easily accessible zone for regular picking.
22337,Active/Regular Products,Zone B,205898,,Keep in an easily accessible zone for regular picking.
22324,Active/Regular Products,Zone B,205868,,Keep in an easily accessible zone for regular picking.
22119,Active/Regular Products,Zone B,205428,,Keep in an easily accessible zone for regular picking.
85114B,Active/Regular Products,Zone B,205359,,Keep in an easily accessible zone for regular picking.
22266,Active/Regular Products,Zone B,205160,,Keep in an easily accessible zone for regular picking.
21352,Active/Regular Products,Zone B,204435,,Keep in an easily accessible zone for regular picking.
72799E,Active/Regular Products,Zone B,204364,,Keep in an easily accessible zone for regular picking.
17091J,Active/Regular Products,Zone B,204155,,Keep in an easily accessible zone for regular picking.
85071D,Active/Regular Products,Zone B,203952,,Keep in an easily accessible zone for regular picking.
21069,Active/Regular Products,Zone B,203820,,Keep in an easily accessible zone for regular picking.
22341,Active/Regular Products,Zone B,203034,,Keep in an easily accessible zone for regular picking.
84558A,Active/Regular Products,Zone B,202662,,Keep in an easily accessible zone for regular picking.
20767,Active/Regular Products,Zone B,202635,,Keep in an easily accessible zone for regular picking.
23498,Active/Regular Products,Zone B,202554,,Keep in an easily accessible zone for regular picking.
37327,Active/Regular Products,Zone B,202176,,Keep in an easily accessible zone for regular picking.
22336,Active/Regular Products,Zone B,201766,,Keep in an easily accessible zone for regular picking.
84459B,Active/Regular Products,Zone B,201747,,Keep in an easily accessible zone for regular picking.
23164,Active/Regular Products,Zone B,201204,,Keep in an easily accessible zone for regular picking.
22515,Active/Regular Products,Zone B,201180,,Keep in an easily accessible zone for regular picking.
85231G,Active/Regular Products,Zone B,200718,,Keep in an easily accessible zone for regular picking.
21576,Active/Regular Products,Zone B,200226,,Keep in an easily accessible zone for regular picking.
23358,Active/Regular Products,Zone B,199894,,Keep in an easily accessible zone for regular picking.
22204,Active/Regular Products,Zone B,199080,,Keep in an easily accessible zone for regular picking.
22591,Active/Regular Products,Zone B,198918,,Keep in an easily accessible zone for regular picking.
21043,Active/Regular Products,Zone B,198540,,Keep in an easily accessible zone for regular picking.
20832,Active/Regular Products,Zone B,198522,,Keep in an easily accessible zone for regular picking.
23153,Active/Regular Products,Zone B,198450,,Keep in an easily accessible zone for regular picking.
23419,Active/Regular Products,Zone B,198144,,Keep in an easily accessible zone for regular picking.
21222,Active/Regular Products,Zone B,197976,,Keep in an easily accessible zone for regular picking.
22520,Active/Regular Products,Zone B,197863,,Keep in an easily accessible zone for regular picking.
21262,Active/Regular Products,Zone B,197418,,Keep in an easily accessible zone for regular picking.
22217,Active/Regular Products,Zone B,197128,,Keep in an easily accessible zone for regular picking.
21881,Active/Regular Products,Zone B,197026,,Keep in an easily accessible zone for regular picking.
22136,Active/Regular Products,Zone B,196812,,Keep in an easily accessible zone for regular picking.
22223,Active/Regular Products,Zone B,196794,,Keep in an easily accessible zone for regular picking.
20764,Active/Regular Products,Zone B,196460,,Keep in an easily accessible zone for regular picking.
22453,Active/Regular Products,Zone B,196404,,Keep in an easily accessible zone for regular picking.
22860,Active/Regular Products,Zone B,196238,,Keep in an easily accessible zone for regular picking.
84356,Active/Regular Products,Zone B,196226,,Keep in an easily accessible zone for regular picking.
85170C,Active/Regular Products,Zone B,196056,,Keep in an easily accessible zone for regular picking.
